player_id,player_name,n_pairs,r,p
1630180,Saddiq Bey,3,0.40926901195943743,0.7315675161672525
1630183,Jaden McDaniels,4,0.36094115742173527,0.6390588425782648
1630191,Isaiah Stewart,4,0.0952262749725678,0.9047737250274321
1630193,Immanuel Quickley,3,-0.44522899443704067,0.7062445478558409
1630200,Tre Jones,3,0.6992206091099097,0.5070610360063719
1630217,Desmond Bane,4,0.13524417823804047,0.8647558217619595
1630224,Jalen Green,3,-0.9999035694787384,0.008841091147975436
1630231,KJ Martin,3,-0.16545544559553393,0.8941811861853509
1630245,Ayo Dosunmu,3,-0.9511577124228936,0.1997914161479696
1630256,Jae'Sean Tate,3,-0.3645670826260342,0.7624339704162875
1630530,Trey Murphy III,3,-0.6309315671688187,0.5653457182086473
1630532,Franz Wagner,3,-0.7125481308966015,0.4950820191926146
1630557,Corey Kispert,3,-0.6655894424024076,0.536360425472628
1630559,Austin Reaves,3,-0.5033526897612703,0.6641993203250565
1630560,Cam Thomas,3,-0.5336028507617643,0.6416754475475627
1630567,Scottie Barnes,3,0.04865062939286818,0.9690158165236484
1630581,Josh Giddey,3,0.9599928058488845,0.18068529740752565
1630591,Jalen Suggs,3,-0.9289382800714396,0.24144541623855947
1630596,Evan Mobley,3,-0.7704624488313121,0.4400507274164217
